epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_precision_macro,val_recall_macro,val_f1_macro
1,1.4473116559802361,0.5393867924528302,1.1893334604659171,0.7254716981132076,0.7241406876302542,0.6801294116416701,0.6851606806714919
2,1.0341684703556997,0.7398584905660377,0.9372580109902148,0.7716981132075472,0.7675216229596828,0.7432827278890457,0.7494654631878613
3,0.8507761125294667,0.7788915094339622,0.8706482529640198,0.7849056603773585,0.7748621424057877,0.7724321229436741,0.7729093238521894
4,0.5520353406105402,0.8329009433962264,0.45288501044489304,0.8641509433962264,0.8526258381820511,0.8602089503822178,0.8557356619328803
5,0.34241900227542194,0.8941037735849057,0.3642494596400351,0.879245283018868,0.8690051944145459,0.8760693407994209,0.8719219662499175
6,0.235299244213779,0.9290094339622641,0.28583661289709916,0.9113207547169812,0.9022514491355235,0.9065252709642149,0.9041630729498905
7,0.17028859725819442,0.9492924528301887,0.3085705637931824,0.9084905660377358,0.9009109735775503,0.9044919853925039,0.902226169215102
8,0.1246446440031506,0.9640330188679245,0.33450359044209965,0.9216981132075471,0.9159431638388525,0.9163956050672222,0.915833758429727
9,0.09174348736919885,0.9746462264150944,0.29177285415946314,0.9264150943396227,0.9196828988567066,0.9238227254174921,0.9214332546369318
10,0.06638056686640068,0.9814858490566037,0.2535385418894156,0.9330188679245283,0.9247069825686177,0.9295156920628397,0.9267598032592291
11,0.05022184818034183,0.9857311320754717,0.30621042442771623,0.9349056603773584,0.9300442515436838,0.9304069054210498,0.9300884865770361
12,0.03924399508022756,0.9900943396226415,0.3395707723807614,0.9349056603773584,0.9293261733739491,0.9327618110232443,0.930598336966653
13,0.027998225085156144,0.9941037735849056,0.3153844955676007,0.9377358490566038,0.9325501952447408,0.9351169104351565,0.9335872757886344
14,0.023248324523908348,0.9945754716981132,0.3583647984378743,0.9367924528301886,0.932536718631236,0.9333338682289648,0.9326895011755085
15,0.0194722414350594,0.9961084905660378,0.32143383814759974,0.940566037735849,0.9337144836749789,0.9366355827541589,0.9349169631857372
16,0.016611450973827883,0.995872641509434,0.26849756274583203,0.939622641509434,0.9340216046893066,0.9334549302217855,0.9336967765805427
17,0.014777507782333865,0.996933962264151,0.36936073523928536,0.9358490566037736,0.9315976194454351,0.931024411005552,0.9310355095227784
18,0.010539169761325884,0.9985849056603774,0.3034210707922027,0.9367924528301886,0.9317151893693785,0.9336417555936651,0.9324275085886394
19,0.00945888239899123,0.9981132075471698,0.3247815680953692,0.9377358490566038,0.9334881245096777,0.9329788366504538,0.9330492203176775
20,0.0076353531943651725,0.9985849056603774,0.3040661457152862,0.9415094339622642,0.9371529741901039,0.9368203596916468,0.9369507699457412
